"booking_id","origin","destination","travel_date","booking_date","days_in_advance","departure_hour","time_bucket","day_of_week","is_weekend","is_holiday","season","seat_class","total_seats","seats_booked","occupancy_rate","base_fare","season_mult","dow_mult","advance_mult","occupancy_mult","time_mult","holiday_mult","dynamic_fare","competitor_fare","demand_score","revenue"
"BK2027","TIRUPPUR","SALEM",2024-10-09,2024-09-28,11,18,"Evening","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,38,0.95,210,1.219,1.036,0.918,1.48,1.119,1,405,375,73.5,15390
"BK0061","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-10,2024-10-05,5,8,"Early Morning","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,680,1.283,1.05,1.084,1.153,0.913,1,1045,975,71.6,35530
"BK0084","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-10,2024-10-08,2,19,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,23,0.575,680,1.231,0.961,1.158,1.14,1.2,1,1275,1235,62.1,29325
"BK0379","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-10,2024-10-10,0,19,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,32,0.8,1145,1.293,1.005,1.379,1.257,1.139,1,2940,2965,67.2,94080
"BK0407","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-10,2024-09-11,29,17,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,19,0.475,535,1.318,0.978,0.835,0.944,1.114,1,605,590,56.5,11495
"BK0689","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-10-10,2024-09-30,10,21,"Night","Thursday",FALSE,FALSE,"Festive","Seater",40,14,0.35,1050,1.33,1.025,0.983,0.982,1.042,1,1440,1460,52.6,20160
"BK0799","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-10,2024-10-05,5,14,"Afternoon","Thursday",FALSE,FALSE,"Festive","Sleeper",40,20,0.5,1020,1.282,0.958,1.045,1.011,1.073,1,1420,1475,59.3,28400
"BK0910","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-10,2024-10-06,4,10,"Morning","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,530,1.257,1.005,1.052,1.232,0.985,1,855,895,73.2,29070
"BK1094","COIMBATORE","SALEM",2024-10-10,2024-09-21,19,10,"Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,16,0.4,295,1.241,0.967,0.826,0.95,0.957,1,265,275,55.1,4240
"BK1128","MADURAI","TRICHY",2024-10-10,2024-10-10,0,10,"Morning","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,24,0.6,220,1.239,0.958,1.26,1.054,0.965,1,335,355,63.6,8040
"BK1325","NAGERCOIL","TIRUNELVELI",2024-10-10,2024-09-13,27,10,"Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,29,0.725,145,1.27,1.002,0.909,1.033,0.973,1,170,170,68.6,4930
"BK1453","NAGERCOIL","TRICHY",2024-10-10,2024-10-08,2,19,"Evening","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,29,0.725,650,1.363,0.975,1.143,1.031,1.136,1,1155,1140,65.7,33495
"BK1551","THANJAVUR","TRICHY",2024-10-10,2024-10-02,8,18,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,12,0.3,120,1.329,1.013,0.935,0.978,1.118,1,165,170,47.7,1980
"BK1556","THANJAVUR","TRICHY",2024-10-10,2024-10-09,1,21,"Night","Thursday",FALSE,FALSE,"Festive","Sleeper",40,37,0.925,120,1.245,1.016,1.365,1.46,1.058,1,320,335,76.4,11840
"BK1730","TIRUCHENDUR","TRICHY",2024-10-10,2024-10-10,0,17,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,39,0.975,535,1.282,1.034,1.287,1.392,1.135,1,1445,1405,76.7,56355
"BK1850","TIRUNELVELI","MADURAI",2024-10-10,2024-09-30,10,22,"Night","Thursday",FALSE,FALSE,"Festive","Sleeper",40,14,0.35,280,1.228,0.975,0.915,0.982,1.094,1,330,340,52.4,4620
"BK0021","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-11,2024-09-24,17,20,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,18,0.45,680,1.332,1.064,0.884,0.918,1.144,1,895,940,66.4,16110
"BK0219","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-11,2024-10-02,9,18,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,740,1.364,1.126,0.942,1.232,1.172,1,1545,1650,81.7,52530
"BK0235","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-11,2024-09-23,18,17,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,740,1.364,1.115,0.909,1.234,1.131,1,1430,1480,81.2,48620
"BK1215","NAGERCOIL","MADURAI",2024-10-11,2024-10-09,2,8,"Early Morning","Friday",FALSE,FALSE,"Festive","Sleeper",40,13,0.325,420,1.226,1.137,1.221,0.906,0.93,1,605,610,60.2,7865
"BK1223","NAGERCOIL","MADURAI",2024-10-11,2024-09-21,20,8,"Early Morning","Friday",FALSE,FALSE,"Festive","Seater",40,30,0.75,420,1.362,1.055,0.874,1.26,0.895,1,595,590,78,17850
"BK1381","NAGERCOIL","TIRUNELVELI",2024-10-11,2024-10-11,0,18,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,17,0.425,145,1.381,1.132,1.355,0.975,1.151,1,345,325,62.8,5865
"BK1641","TIRUCHENDUR","MADURAI",2024-10-11,2024-10-04,7,5,"Early Morning","Friday",FALSE,FALSE,"Festive","Sleeper",40,32,0.8,320,1.216,1.058,1.075,1.247,0.957,1,530,535,78.5,16960
"BK1848","TIRUNELVELI","MADURAI",2024-10-11,2024-09-23,18,18,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,13,0.325,280,1.39,1.148,0.892,0.909,1.196,1,435,405,60.5,5655
"BK1986","TIRUNELVELI","TRICHY",2024-10-11,2024-09-22,19,5,"Early Morning","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,13,0.325,510,1.36,1.127,0.804,0.917,0.93,1,535,530,59.7,6955
"BK2091","TIRUPPUR","SALEM",2024-10-11,2024-10-11,0,14,"Afternoon","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,24,0.6,210,1.32,1.112,1.442,1.036,0.998,1,460,460,70,11040
"BK0032","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-12,2024-10-04,8,18,"Evening","Saturday",TRUE,TRUE,"Festive","Sleeper",40,20,0.5,680,1.223,1.128,0.922,1.103,1.132,1.161,1255,1165,81.8,25100
"BK0088","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-12,2024-10-12,0,10,"Morning","Saturday",TRUE,TRUE,"Festive","Sleeper",40,13,0.325,680,1.362,1.147,1.299,0.924,1.053,1.28,1720,1590,76.6,22360
"BK0181","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-12,2024-10-03,9,18,"Evening","Saturday",TRUE,TRUE,"Festive","Sleeper",40,16,0.4,825,1.234,1.176,0.92,0.944,1.128,1.251,1470,1470,78.3,23520
"BK0489","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-12,2024-09-18,24,22,"Night","Saturday",TRUE,TRUE,"Festive","Sleeper",40,27,0.675,535,1.278,1.16,0.892,1.007,1.054,1.194,895,945,90.9,24165
"BK0710","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-12,2024-10-01,11,21,"Night","Saturday",TRUE,TRUE,"Festive","Sleeper",40,19,0.475,1020,1.216,1.12,0.95,0.925,1.058,1.219,1575,1510,79.8,29925
"BK0773","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-12,2024-10-10,2,22,"Night","Saturday",TRUE,TRUE,"Festive","Semi-Sleeper",40,11,0.275,1020,1.32,1.147,1.193,0.891,1.07,1.206,2120,2010,71.2,23320
"BK0944","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-12,2024-10-11,1,14,"Afternoon","Saturday",TRUE,TRUE,"Festive","Sleeper",40,26,0.65,530,1.296,1.113,1.409,1.015,1.064,1.209,1405,1370,90.6,36530
"BK1074","COIMBATORE","SALEM",2024-10-12,2024-09-12,30,22,"Night","Saturday",TRUE,TRUE,"Festive","Sleeper",40,34,0.85,295,1.245,1.18,0.896,1.242,1.072,1.184,610,580,94.2,20740
"BK1161","MADURAI","TRICHY",2024-10-12,2024-09-29,13,14,"Afternoon","Saturday",TRUE,TRUE,"Festive","Semi-Sleeper",40,25,0.625,220,1.342,1.143,0.958,1.108,0.998,1.203,430,460,85.1,10750
"BK1419","NAGERCOIL","TRICHY",2024-10-12,2024-09-28,14,21,"Night","Saturday",TRUE,TRUE,"Festive","Sleeper",40,12,0.3,650,1.206,1.176,0.987,0.955,1.057,1.267,1165,1250,75.9,13980
"BK1426","NAGERCOIL","TRICHY",2024-10-12,2024-10-11,1,21,"Night","Saturday",TRUE,TRUE,"Festive","Semi-Sleeper",40,24,0.6,650,1.27,1.164,1.315,1.105,1.1,1.266,1945,2055,87.5,46680
"BK1430","NAGERCOIL","TRICHY",2024-10-12,2024-10-10,2,14,"Afternoon","Saturday",TRUE,TRUE,"Festive","Semi-Sleeper",40,27,0.675,650,1.398,1.117,1.104,1.032,0.989,1.198,1370,1270,87.5,36990
"BK1577","THANJAVUR","TRICHY",2024-10-12,2024-10-02,10,17,"Evening","Saturday",TRUE,TRUE,"Festive","Sleeper",40,34,0.85,120,1.204,1.175,0.904,1.258,1.198,1.244,290,285,97.3,9860
"BK1645","TIRUCHENDUR","MADURAI",2024-10-12,2024-10-11,1,19,"Evening","Saturday",TRUE,TRUE,"Festive","Semi-Sleeper",40,13,0.325,320,1.277,1.152,1.36,0.919,1.135,1.198,800,750,74.3,10400
"BK1701","TIRUCHENDUR","TRICHY",2024-10-12,2024-10-05,7,20,"Evening","Saturday",TRUE,TRUE,"Festive","Semi-Sleeper",40,10,0.25,535,1.302,1.123,1.049,0.757,1.114,1.277,885,875,71.8,8850
"BK1706","TIRUCHENDUR","TRICHY",2024-10-12,2024-10-09,3,8,"Early Morning","Saturday",TRUE,TRUE,"Festive","Seater",40,32,0.8,535,1.294,1.197,1.119,1.163,0.911,1.262,1240,1150,93.7,39680
"BK0035","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-13,2024-10-05,8,22,"Night","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,30,0.75,680,1.238,1.125,0.942,1.211,1.018,1,1100,1075,76.2,33000
"BK0141","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-13,2024-09-29,14,20,"Evening","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,14,0.35,825,1.306,1.18,0.957,0.969,1.146,1,1350,1435,59,18900
"BK0218","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-13,2024-09-30,13,21,"Night","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,39,0.975,740,1.311,1.132,0.905,1.462,1.09,1,1585,1560,88.1,61815
"BK0764","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-13,2024-10-02,11,14,"Afternoon","Sunday",TRUE,FALSE,"Festive","Sleeper",40,24,0.6,1020,1.376,1.118,0.944,1.073,1.077,1,1710,1610,70.5,41040
"BK0893","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-13,2024-09-15,28,21,"Night","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,10,0.25,750,1.293,1.191,0.815,0.882,1.092,1,905,885,60,9050
"BK0995","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-13,2024-10-13,0,19,"Evening","Sunday",TRUE,FALSE,"Festive","Seater",40,31,0.775,530,1.269,1.192,1.409,1.192,1.191,1,1605,1650,77.9,49755
"BK1226","NAGERCOIL","MADURAI",2024-10-13,2024-09-25,18,22,"Night","Sunday",TRUE,FALSE,"Festive","Seater",40,29,0.725,420,1.299,1.157,0.908,1.091,1.083,1,675,715,76.5,19575
"BK1378","NAGERCOIL","TIRUNELVELI",2024-10-13,2024-10-10,3,22,"Night","Sunday",TRUE,FALSE,"Festive","Sleeper",40,38,0.95,145,1.236,1.192,1.199,1.46,1.077,1,405,425,87.2,15390
"BK1449","NAGERCOIL","TRICHY",2024-10-13,2024-09-27,16,8,"Early Morning","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,13,0.325,650,1.332,1.13,0.802,0.921,0.952,1,690,645,62.7,8970
"BK1506","THANJAVUR","TRICHY",2024-10-13,2024-10-11,2,20,"Evening","Sunday",TRUE,FALSE,"Festive","Sleeper",40,20,0.5,120,1.28,1.153,1.192,1.129,1.197,1,285,280,65.3,5700
"BK1781","TIRUCHENDUR","TRICHY",2024-10-13,2024-10-02,11,14,"Afternoon","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,31,0.775,535,1.377,1.182,0.939,1.18,0.974,1,940,965,77,29140
"BK1844","TIRUNELVELI","MADURAI",2024-10-13,2024-09-30,13,21,"Night","Sunday",TRUE,FALSE,"Festive","Seater",40,40,1,280,1.31,1.148,0.994,1.398,1.078,1,630,615,85.8,25200
"BK1857","TIRUNELVELI","MADURAI",2024-10-13,2024-10-02,11,17,"Evening","Sunday",TRUE,FALSE,"Festive","Semi-Sleeper",40,16,0.4,280,1.225,1.115,0.947,0.932,1.184,1,400,385,61.1,6400
"BK1979","TIRUNELVELI","TRICHY",2024-10-13,2024-10-05,8,5,"Early Morning","Sunday",TRUE,FALSE,"Festive","Sleeper",40,14,0.35,510,1.251,1.102,0.938,0.904,0.932,1,555,585,59.2,7770
"BK0526","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-14,2024-10-10,4,14,"Afternoon","Monday",FALSE,FALSE,"Festive","Seater",40,40,1,545,1.334,0.964,1.005,1.333,0.954,1,895,860,75.5,35800
"BK0539","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-14,2024-10-14,0,19,"Evening","Monday",FALSE,FALSE,"Festive","Semi-Sleeper",40,13,0.325,545,1.296,0.964,1.27,0.91,1.188,1,935,885,48.7,12155
"BK0792","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-14,2024-09-30,14,10,"Morning","Monday",FALSE,FALSE,"Festive","Sleeper",40,15,0.375,1020,1.374,1.047,0.993,0.903,0.997,1,1310,1215,52.3,19650
"BK1247","NAGERCOIL","MADURAI",2024-10-14,2024-10-08,6,21,"Night","Monday",FALSE,FALSE,"Festive","Sleeper",40,16,0.4,420,1.252,0.97,1.06,0.975,1.029,1,545,580,51.7,8720
"BK1311","NAGERCOIL","TIRUNELVELI",2024-10-14,2024-10-13,1,7,"Early Morning","Monday",FALSE,FALSE,"Festive","Sleeper",40,26,0.65,145,1.267,1.047,1.331,1.024,0.903,1,235,235,61.3,6110
"BK1384","NAGERCOIL","TIRUNELVELI",2024-10-14,2024-09-28,16,18,"Evening","Monday",FALSE,FALSE,"Festive","Seater",40,19,0.475,145,1.249,1.002,0.829,0.965,1.133,1,165,170,56,3135
"BK1713","TIRUCHENDUR","TRICHY",2024-10-14,2024-10-13,1,10,"Morning","Monday",FALSE,FALSE,"Festive","Seater",40,31,0.775,535,1.247,0.98,1.294,1.176,1.062,1,1055,1025,66.9,32705
"BK1759","TIRUCHENDUR","TRICHY",2024-10-14,2024-09-19,25,7,"Early Morning","Monday",FALSE,FALSE,"Festive","Sleeper",40,25,0.625,535,1.261,0.999,0.85,1.05,0.933,1,560,575,64.3,14000
"BK0265","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-15,2024-10-14,1,22,"Night","Tuesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,19,0.475,740,1.264,0.975,1.412,0.92,1.015,1,1200,1190,58.8,22800
"BK0270","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-15,2024-10-10,5,7,"Early Morning","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,30,0.75,740,1.204,0.968,1.062,1.206,0.932,1,1030,1075,67.1,30900
"BK0360","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-15,2024-10-15,0,7,"Early Morning","Tuesday",FALSE,FALSE,"Festive","Seater",40,29,0.725,1145,1.363,0.959,1.355,1.108,0.932,1,2095,2010,65.3,60755
"BK0562","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-15,2024-10-14,1,10,"Morning","Tuesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,16,0.4,545,1.23,1.03,1.41,0.906,0.971,1,855,800,51.7,13680
"BK0750","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-15,2024-10-14,1,21,"Night","Tuesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,34,0.85,1020,1.373,1.031,1.294,1.181,1.09,1,2405,2565,70.4,81770
"BK0806","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-15,2024-10-13,2,14,"Afternoon","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,11,0.275,750,1.291,1.028,1.211,0.802,1.01,1,975,1030,48.8,10725
"BK1870","TIRUNELVELI","MADURAI",2024-10-15,2024-10-12,3,14,"Afternoon","Tuesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,13,0.325,280,1.267,1.001,1.195,0.959,0.969,1,395,365,51.5,5135
"BK2000","TIRUNELVELI","TRICHY",2024-10-15,2024-09-26,19,21,"Night","Tuesday",FALSE,FALSE,"Festive","Sleeper",40,26,0.65,510,1.244,0.961,0.854,1.058,1.033,1,570,590,65,14820
"BK2058","TIRUPPUR","SALEM",2024-10-15,2024-10-14,1,19,"Evening","Tuesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,32,0.8,210,1.299,0.965,1.367,1.287,1.2,1,555,555,70.8,17760
"BK0173","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-16,2024-10-04,12,21,"Night","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,12,0.3,825,1.211,1.023,0.991,0.922,1.091,1,1020,985,49,12240
"BK0237","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-10-16,2024-09-30,16,19,"Evening","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,39,0.975,740,1.232,0.995,0.811,1.498,1.179,1,1300,1280,77.9,50700
"BK0334","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-16,2024-10-13,3,7,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,31,0.775,1145,1.334,0.982,1.215,1.182,0.932,1,2010,1920,70.2,62310
"BK0344","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-16,2024-10-10,6,5,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,31,0.775,1145,1.28,0.969,1.075,1.218,0.927,1,1725,1620,69,53475
"BK0525","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-16,2024-09-18,28,20,"Evening","Wednesday",FALSE,FALSE,"Festive","Seater",40,39,0.975,545,1.202,0.966,0.875,1.495,1.121,1,925,980,77.5,36075
"BK0778","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-16,2024-10-16,0,20,"Evening","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,13,0.325,1020,1.277,0.971,1.407,0.968,1.134,1,1950,1980,51.1,25350
"BK0928","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-16,2024-10-14,2,14,"Afternoon","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,24,0.6,530,1.294,0.988,1.244,1.093,1.027,1,945,1010,63.8,22680
"BK0983","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-10-16,2024-09-17,29,22,"Night","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,35,0.875,530,1.39,1.012,0.866,1.277,1.003,1,830,825,72.5,29050
"BK1248","NAGERCOIL","MADURAI",2024-10-16,2024-09-29,17,19,"Evening","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,31,0.775,420,1.247,1.021,0.835,1.262,1.101,1,620,590,67,19220
"BK1347","NAGERCOIL","TIRUNELVELI",2024-10-16,2024-09-17,29,19,"Evening","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,22,0.55,145,1.247,0.983,0.844,1.124,1.182,1,200,200,61.8,4400
"BK1509","THANJAVUR","TRICHY",2024-10-16,2024-10-02,14,19,"Evening","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,37,0.925,120,1.346,1.034,0.961,1.497,1.158,1,280,275,76,10360
"BK1628","TIRUCHENDUR","MADURAI",2024-10-16,2024-10-09,7,8,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,31,0.775,320,1.263,1.004,1.093,1.251,0.901,1,500,460,66.4,15500
"BK1765","TIRUCHENDUR","TRICHY",2024-10-16,2024-09-16,30,7,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,10,0.25,535,1.228,0.964,0.806,0.781,0.944,1,375,400,49.9,3750
"BK1772","TIRUCHENDUR","TRICHY",2024-10-16,2024-10-10,6,5,"Early Morning","Wednesday",FALSE,FALSE,"Festive","Sleeper",40,10,0.25,535,1.37,0.95,1.087,0.894,0.884,1,600,600,46.4,6000
"BK1912","TIRUNELVELI","TRICHY",2024-10-16,2024-10-13,3,20,"Evening","Wednesday",FALSE,FALSE,"Festive","Semi-Sleeper",40,12,0.3,510,1.376,1.033,1.104,0.984,1.186,1,935,875,48.2,11220
"BK0009","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-10-17,2024-10-02,15,17,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,29,0.725,680,1.384,1.046,0.814,1.086,1.181,1,1030,1105,65.7,29870
"BK0136","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-10-17,2024-10-11,6,5,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,14,0.35,825,1.221,1.006,1.084,0.984,0.882,1,955,975,50.5,13370
"BK0644","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-10-17,2024-10-16,1,18,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,15,0.375,1050,1.289,0.985,1.488,0.961,1.148,1,2190,2265,52.7,32850
"BK0718","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-10-17,2024-10-04,13,10,"Morning","Thursday",FALSE,FALSE,"Festive","Seater",40,13,0.325,1020,1.353,0.963,0.921,0.923,1.008,1,1140,1210,48.4,14820
"BK1035","COIMBATORE","SALEM",2024-10-17,2024-10-15,2,8,"Early Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,13,0.325,295,1.387,1.005,1.229,0.912,0.902,1,415,390,51.4,5395
"BK1276","NAGERCOIL","MADURAI",2024-10-17,2024-09-23,24,17,"Evening","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,25,0.625,420,1.364,1.036,0.862,1.121,1.181,1,675,710,62.2,16875
"BK1583","THANJAVUR","TRICHY",2024-10-17,2024-10-14,3,18,"Evening","Thursday",FALSE,FALSE,"Festive","Seater",40,29,0.725,120,1.296,1.039,1.115,1.101,1.124,1,225,235,68,6525
"BK1717","TIRUCHENDUR","TRICHY",2024-10-17,2024-10-15,2,22,"Night","Thursday",FALSE,FALSE,"Festive","Semi-Sleeper",40,16,0.4,535,1.256,0.953,1.249,0.955,1.041,1,795,805,55.3,12720
"BK1726","TIRUCHENDUR","TRICHY",2024-10-17,2024-09-20,27,7,"Early Morning","Thursday",FALSE,FALSE,"Festive","Seater",40,29,0.725,535,1.363,1.02,0.812,1.11,0.951,1,635,655,65.1,18415
"BK1883","TIRUNELVELI","MADURAI",2024-10-17,2024-09-27,20,10,"Morning","Thursday",FALSE,FALSE,"Festive","Sleeper",40,13,0.325,280,1.278,0.996,0.905,0.98,0.968,1,305,295,52.3,3965
"BK2051","TIRUPPUR","SALEM",2024-10-17,2024-09-19,28,20,"Evening","Thursday",FALSE,FALSE,"Festive","Sleeper",40,30,0.75,210,1.345,0.99,0.81,1.179,1.141,1,305,320,67,9150
"BK0303","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-10-18,2024-10-12,6,10,"Morning","Friday",FALSE,FALSE,"Festive","Sleeper",40,13,0.325,1145,1.235,1.12,1.054,0.978,1.03,1,1685,1810,59.8,21905
"BK0460","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-18,2024-10-11,7,22,"Night","Friday",FALSE,FALSE,"Festive","Sleeper",40,29,0.725,535,1.282,1.105,1.016,1.115,1.018,1,875,900,74.2,25375
"BK0493","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-10-18,2024-10-18,0,20,"Evening","Friday",FALSE,FALSE,"Festive","Sleeper",40,34,0.85,535,1.272,1.063,1.409,1.275,1.137,1,1475,1435,80.3,50150
"BK0590","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-10-18,2024-10-05,13,20,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,40,1,545,1.248,1.06,0.93,1.451,1.178,1,1145,1170,87.7,45800
"BK0629","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-10-18,2024-10-16,2,19,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,27,0.675,1050,1.349,1.06,1.12,1.039,1.12,1,1960,2045,72.7,52920
"BK0814","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-10-18,2024-10-17,1,7,"Early Morning","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,25,0.625,750,1.251,1.065,1.384,1.121,0.948,1,1470,1555,70.9,36750
"BK1080","COIMBATORE","SALEM",2024-10-18,2024-10-09,9,5,"Early Morning","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,12,0.3,295,1.387,1.077,0.929,0.96,0.895,1,350,340,60.6,4200
"BK1211","NAGERCOIL","MADURAI",2024-10-18,2024-10-12,6,19,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,11,0.275,420,1.244,1.14,1.083,0.816,1.193,1,630,665,58.3,6930
"BK1252","NAGERCOIL","MADURAI",2024-10-18,2024-10-12,6,21,"Night","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,15,0.375,420,1.267,1.063,1.025,0.901,1.078,1,565,525,60.8,8475
"BK1299","NAGERCOIL","MADURAI",2024-10-18,2024-10-08,10,6,"Early Morning","Friday",FALSE,FALSE,"Festive","Sleeper",40,34,0.85,420,1.288,1.079,0.99,1.184,0.919,1,630,680,81.7,21420
"BK1413","NAGERCOIL","TRICHY",2024-10-18,2024-10-09,9,14,"Afternoon","Friday",FALSE,FALSE,"Festive","Sleeper",40,11,0.275,650,1.293,1.123,0.906,0.774,0.98,1,650,650,57.3,7150
"BK1462","NAGERCOIL","TRICHY",2024-10-18,2024-09-27,21,19,"Evening","Friday",FALSE,FALSE,"Festive","Semi-Sleeper",40,14,0.35,650,1.26,1.117,0.84,0.951,1.177,1,860,925,60,12040
"BK1527","THANJAVUR","TRICHY",2024-10-18,2024-09-24,24,22,"Night","Friday",FALSE,FALSE,"Festive","Sleeper",40,13,0.325,120,1.324,1.143,0.88,0.908,1.007,1,145,145,58.2,1885
"BK1533","THANJAVUR","TRICHY",2024-10-18,2024-10-15,3,22,"Night","Friday",FALSE,FALSE,"Festive","Sleeper",40,21,0.525,120,1.278,1.15,1.126,1.094,1.037,1,225,215,66.1,4725
